"performance_rule_id","card_id","base_spend_amount","base_spend_to","period_term","period_unit","period_unit_value","method","discounted_spend_counts_for_performance","discounted_spend_count_ratio","source_text","exported_at"
"naver-card-1684-performance-1","naver-card-1684","300000","300000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 30만원 이상 혜택요약 롯데백화점 15 실적 직전 1개월 합계 30만원 이상 혜택요약 롯데백화점 15% 청구할인 서비스! 롯데백화점 12개월 할부서비스 온라인 신청 주요혜택 연회비지원 쇼 천원 신규 회원 최대 100% 지급 기준실적 직전 1개월 합계 30만원 이상 혜택요약 롯데백화점 15% 청구할인 서비스! 롯데백화점 12개월 할부서비스 온라인 신청 주요혜택 연회비지원 쇼핑 롯데카드로 롯데백화점 15% 청구할인 받기! 연회비지원 신규회원 연회","2026-06-11T13:04:13.065Z"
"naver-card-10309-performance-1","naver-card-10309","300000","300000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 30만원 이상 혜택요약 LG U+ 통신비 최대 2만원 할인 유무선 구분 없이 할인 온라인 실적 직전 1개월 합계 30만원 이상 혜택요약 LG U+ 통신비 최대 2만원 할인 유무선 구분 없이 할인 온라인 신청 주요혜택 통신 유무선 구분 없 국내 2만원, 해외 2만원 기준실적 직전 1개월 합계 30만원 이상 혜택요약 LG U+ 통신비 최대 2만원 할인 유무선 구분 없이 할인 온라인 신청 주요혜택 통신 유무선 구분 없이 LG U+ 최대 2만원 할인","2026-06-11T13:04:13.065Z"
"naver-card-10307-performance-1","naver-card-10307","400000","400000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 40만원 이상 혜택요약 SKT 통신비 최대 1만3천원 할인 SKT 제품 최대 36 실적 직전 1개월 합계 40만원 이상 혜택요약 SKT 통신비 최대 1만3천원 할인 SKT 제품 최대 36개월 할부 온라인 신청 주요혜택 통신 납부 만5천원, 해외 2만5천원 기준실적 직전 1개월 합계 40만원 이상 혜택요약 SKT 통신비 최대 1만3천원 할인 SKT 제품 최대 36개월 할부 온라인 신청 주요혜택 통신 납부 혜택 SKT 고객에게 딱 맞는 맞춤 할인","2026-06-11T13:04:13.065Z"
"naver-card-1531-performance-1","naver-card-1531","0","","before","month","1","sum","excluded","0","전월실적/적립한도 없이 1% 적립 전월실적50만원이상시 주유소 할인 온라인 신청 주요혜택 전월실적/적립한도 없이 1% 적립 전월실적50만원이상시 주유소 할인 온라인 신청 주요혜택 주유 포인트/캐시백 영화 카페/베이커리 쇼핑 다른 삼성카드 taptap 삼성카드 taptap O 신규 회원 최대 100% 지급 네이 원, 해외 1만원 기준실적 조건없음 혜택요약 전월실적/적립한도 없이 1% 적립 전월실적50만원이상시 주유소 할인 온라인 신청 주요혜택 주유 포인트/캐시백 영화 카","2026-06-11T13:04:13.065Z"
"naver-card-2776-performance-1","naver-card-2776","300000","300000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 30만원 이상 혜택요약 네이버페이 온라인간편결제 10% 적립 온오프라인 0.5% 전월 이용금액 30만원 이상 시 제공(적립 제외 대상 등 자세한 내용은 혜택별 안내 페이지 확인) - 적립한도/횟수 : 5,000P (일상 패키지) 커피전문점·편의점·배달앱 5% 네이버페이 포 iD SELECT ALL 카드 신규 회원 최대 100% 지급 삼성 iD GLOBAL 카드 부가혜택 및 통합할인한도 [서비스 제공 기준] (공통 서비스) 국내외 온오프라인 가","2026-06-11T13:04:13.065Z"
"naver-card-3881-performance-1","naver-card-3881","300000","300000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 30만원 이상 혜택요약 모든주유소 리터당 최대150원 할인 전월 이용금액 기준 : 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액(단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음) [전 신용카드 정보: taptap DRIVE 신용카드 taptap DRIVE 공지 주유소 리터당 최대 150원 할인! 연회비 국내 1만","2026-06-11T13:04:13.065Z"
"naver-card-3896-performance-1","naver-card-3896","300000","300000","before","month","1","sum","excluded","0","전월실적 관계없이 해외 1. 전월실적 관계없이 해외 1.5% 할인 온라인 신청 주요혜택 쇼핑 대형마트 언제나할인 문화 다른 삼성카드 taptap 삼성카드 taptap O 신규 회원 최대 100% 지급 삼성카드 tap 보: taptap SHOPPING 신용카드 taptap SHOPPING 공지 온라인 쇼핑도 오프라인 쇼핑도 할인! 연회비 국내 1만원, 해외 1만원 기준실적 직전 1개월 합계 30만원 이상 혜택요약 온·오프라인쇼핑 연최대 48만원 할인 전월실적 관계없이 해","2026-06-11T13:04:13.065Z"
"naver-card-1695-performance-1","naver-card-1695","300000","300000","before","month","1","sum","excluded","0","전월실적관계없이국내외가맹점0 전월실적관계없이국내외가맹점0.3%할인 온라인 신청 주요혜택 간편결제 통신 영화 언제나할인 쇼핑 다른 삼성카드 taptap 삼성카드 taptap O 신규 회원 최대 100% 지급 삼성카드 내 1만원, 해외 1만원 기준실적 직전 1개월 합계 30만원 이상 혜택요약 삼성페이 10%, 통신비 10% 할인 전월실적관계없이국내외가맹점0.3%할인 온라인 신청 주요혜택 간편결제 통신 영화 언제나할인 쇼핑 다른 삼성카드 taptap 삼성카드 taptap O","2026-06-11T13:04:13.065Z"
"naver-card-3857-performance-1","naver-card-3857","300000","300000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 30만원 이상 혜택요약 온라인 간편결제 연최대 24만원할인 전월 이용금액 기준: 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액(단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음) [전 신용카드 정보: taptap DIGITAL 신용카드 taptap DIGITAL 공지 스트리밍 50% 결제일할인! 연회비 국내 1만원","2026-06-11T13:04:13.065Z"
"naver-card-1597-performance-1","naver-card-1597","300000","300000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 30만원 이상 혜택요약 CU·배달의민족 월 최대 1만원할인 대중교통 월 최대 6천원 결제 전월 이용금액 산정 시, 할인 혜택이 적용된 이용금액(할인금액이 포함된 총 금액), 국세/지방세/공과금, 아파트 관리비, 대학 등록금, 대중교통, 택시, 상품권 구매, 선불카드 충전건은 제외됩니다. 연체이자율 : 회원별·이용상품별 CU·배달의민족 삼성카드 taptap 신용카드 CU·배달의민족 삼성카드 taptap 공지 배달의민족, CU 할인카드 추천 연회","2026-06-11T13:04:13.065Z"
"naver-card-10157-performance-1","naver-card-10157","0","","before","month","1","sum","excluded","0","전월실적할인한도없이0.7%·1%할인/ 쿠팡와우멤버십50%할 전월실적할인한도없이0.7%·1%할인/ 쿠팡와우멤버십50%할인(전월30만↑) 온라인 신청 주요혜택 연회비지원 주유 간편결제 대형마트 편의점 다른 삼성 iD 카드 삼성 iD ON 카드 신규 보: 삼성 iD SIMPLE 카드 신용카드 삼성 iD SIMPLE 카드 공지 국내외 실적/한도없이 최대1% 할인 연회비 국내 7천원, 해외 7천원 신규 회원 최대 100% 지급 기준실적 조건없음 혜택요약 전월실적할인한도없이0.7","2026-06-11T13:04:13.065Z"
"naver-card-10102-performance-1","naver-card-10102","300000","300000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 30만원 이상 혜택요약 커피·배달앱 등 전월 이용금액 기준 : 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액(단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음) [전 네이버 신용카드 정보: 삼성 iD ON 카드 신용카드 삼성 iD ON 카드 공지 연 최대 48만원 할인! 연회비 국내 2만원, 해외 2만원, 가족 1","2026-06-11T13:04:13.065Z"
"naver-card-10522-performance-1","naver-card-10522","400000","400000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 40만원 이상 혜택요약 아파트관리비 또는 교육 10% 할인 전월 이용금액 기준 : 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액(단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음) [전 카드 정보: 삼성 iD SELECT ALL 카드 신용카드 삼성 iD SELECT ALL 카드 공지 생활요금 할인 내게 맞춰 SEL","2026-06-11T13:04:13.065Z"
"naver-card-10343-performance-1","naver-card-10343","500000","500000","before","month","1","sum","excluded","0","전월실적관계없이해외2%국내0.5%할인 해외에서 삼성페이 결제시 5 전월실적관계없이해외2%국내0.5%할인 해외에서 삼성페이 결제시 5% 할인 온라인 신청 주요혜택 언제나할인 주유 쇼핑 간편결제 문화 다른 삼성 iD 카드 삼성 iD SIMPLE 카드 신규 정보: 삼성 iD GLOBAL 카드 신용카드 삼성 iD GLOBAL 카드 공지 해외 이용 수수료 100% 할인 연회비 국내 2만원, 해외 2만원 기준실적 직전 1개월 합계 50만원 이상 혜택요약 전월실적관계없이해외2%국내","2026-06-11T13:04:13.065Z"
"naver-card-10328-performance-1","naver-card-10328","400000","400000","before","month","1","sum","excluded","0","전월실적/할인한도없이 해외 1% 할인 전월실적/할인한도없이 해외 1% 할인 언제나할인 전월실적/할인한도없이 해외 1% 할인 전월실적/할인한도없이 해외 1% 할인 삼성카드 taptap O 신규 회원 최대 100% 지급 삼성 i 삼성 iD PLUG-IN 카드 신용카드 삼성 iD PLUG-IN 카드 공지 전기차 충전요금 연 최대 24만원할인 연회비 국내 2만원, 해외 2만원 기준실적 직전 1개월 합계 40만원 이상 혜택요약 전기차 충전요금 최대 40% 할인 주차장/대리운전","2026-06-11T13:04:13.065Z"
"naver-card-3717-performance-1","naver-card-3717","500000","500000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 50만원 이상 혜택요약 많이 쓴 영역 알아서 자동 캐시백! 또는 원하는 영역 선택 청구할 전월 실적 이용 기준] 전월 1일~말일(승인시점 기준) KB국민 Easy all 티타늄카드 일시불 및 할부 승인(이용)금액 (해외이용금액은 전월 1일~말일까지 일시불 매입완료 기준) 취소 드 정보: KB국민 Easy all 티타늄카드 신용카드 KB국민 Easy all 티타늄카드 공지 캐시백/청구할인 원하는 서비스 선택! 연회비 국내 3만원, 해외 3만원","2026-06-11T13:04:13.065Z"
"naver-card-3638-performance-1","naver-card-3638","300000","300000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 30만원 이상 혜택요약 외식·마트·주유·통신 등 생활영역 실물없이 간편하게 KB Pay로 전월 이용실적 기준] 전월 1일~말일(승인시점 기준) KB국민 마이핏카드(할인형) 일시불 및 할부 승인(이용)금액(해외이용금액은 전월 1일~말일까지 일시불 매입완료 기준) [전월 이용실적 제외 네이버 신용카드 정보: KB국민 마이핏카드(할인형) 신용카드 KB국민 마이핏카드(할인형) 공지 365일 24시간 언제나 즉시 발급! 연회비 국내 1만원, 해외 1만","2026-06-11T13:04:13.065Z"
"naver-card-2856-performance-1","naver-card-2856","500000","500000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 50만원 이상 혜택요약 야놀자·여기어때·데일리호텔 5% 할인 숙박 App 업종 5% 할인 전월 이용실적 기준] 매월 1일~말일(승인시점기준) KB국민 Easy on카드 일시불 및 할부 승인(이용)금액 기준 해외이용금액은 전월 1일~말일까지 일시불 매입완료 기준 취소금액은 취소 전표 내 2만원, 해외 2만원 기준실적 직전 1개월 합계 50만원 이상 혜택요약 야놀자·여기어때·데일리호텔 5% 할인 숙박 App 업종 5% 할인 온라인 신청 주요혜택","2026-06-11T13:04:13.065Z"
"naver-card-1451-performance-1","naver-card-1451","300000","300000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 30만원 이상 혜택요약 생활, 교육, 직장인, 쇼핑, 레저 최대 7% 포인트리적립,서 전월 1일~말일 KB국민 다담카드 일시불 및 할부 승인금액 (해외 이용금액은 전월 1일 ~ 말일까지 일시불 매입 완료 기준) [이용실적 제외 대상] KB국민 다담카드로 할인 및 적립 받은 이용금액(해당 매출 전체, 단 해외캐시백 제외), 단기카드대출(현 네이버 신용카드 정보: KB국민 다담카드 신용카드 KB국민 다담카드 공지 놀이공원 이용권 최대 50% 현장","2026-06-11T13:04:13.065Z"
"naver-card-10566-performance-1","naver-card-10566","400000","400000","before","month","1","sum","excluded","0","전월실적/ 월 할인한도] 40만원 이상 80만원 미만: 1만원 80만원 이상 160만원 미만: 2만원 160만원 이상: 3만원 [전월실적/ KB Pay 결제 시 추가 월 할인한도] 80만원 이상: 3천원 교육 관련업종 : 기술/사무/가정계학원, 예체능계학원, 문리계학원, 외국어학원, 기타학원, 학습지(일부 PG업체를 통한 결제시 할인 미제공) 교육 관련 업종 서비스는 최초 카드 사용등록일(KB Pay 등 간편결제 등록 포함)로부터 다음달 말일(실적유예기간)까지 KB N","2026-06-11T13:04:13.065Z"
"naver-card-10558-performance-1","naver-card-10558","400000","400000","before","month","1","sum","excluded","0","전월실적 채워드림 서비스 온라인 신청 주요혜택 연회비지원 주유 오토 외식 통신 일상팩과 가족팩, 나에게 맞는 영역 할인 선택! 연회비지원 온라인신규신청 연회비 100% 캐시백 홈페이지 내 신용카드 정보: KB국민 YOU Prime카드 신용카드 KB국민 YOU Prime카드 공지 내 생활에 맞는 할인 서비스팩 선택 연회비 국내 3만원, 해외 3만원 신규 회원 최대 100% 지급 기준실적 직전 1개월 합계 40만원 이상 혜택요약 해외 이용 수수료 면제 혜택 전월실적 채워드","2026-06-11T13:04:13.065Z"
"naver-card-10616-performance-1","naver-card-10616","0","","before","month","1","sum","excluded","0","기준실적 조건없음 혜택요약 조건·한도 없이 즐기는 1.2% 할인 해외 실적 조건없음 혜택요약 조건·한도 없이 즐기는 1.2% 할인 해외 가맹점 한도없이 2%할인 온라인 신청 주요혜택 연회비지원 언제나할인 쇼핑 뷰티 문 원, 해외 2만원 신규 회원 최대 100% 지급 기준실적 조건없음 혜택요약 조건·한도 없이 즐기는 1.2% 할인 해외 가맹점 한도없이 2%할인 온라인 신청 주요혜택 연회비지원 언제나할인 쇼핑 뷰티 문화 다른 LOCA LIKIT 카드 LOCA LIKIT 1","2026-06-11T13:04:13.065Z"
"naver-card-10107-performance-1","naver-card-10107","400000","400000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 40만원 이상 혜택요약 놓칠 수 없는 온라 실적 직전 1개월 합계 40만원 이상 혜택요약 놓칠 수 없는 온라인쇼핑 60% 할인 쇼핑 멤버십도 60% 할인! 온라인 신청 주요혜택 연회비지원 쇼 회원 최대 100% 지급 기준실적 직전 1개월 합계 40만원 이상 혜택요약 놓칠 수 없는 온라인쇼핑 60% 할인 쇼핑 멤버십도 60% 할인! 온라인 신청 주요혜택 연회비지원 쇼핑 뷰티 편의점 다른 LOCA LIKIT 카드 LOCA LIKIT 1.2 신규","2026-06-11T13:04:13.065Z"
"naver-card-10108-performance-1","naver-card-10108","400000","400000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 40만원 이상 혜택요약 주유·영화·스트리밍 실적 직전 1개월 합계 40만원 이상 혜택요약 주유·영화·스트리밍 60% 할인 60% 할인받으면서 Play! 온라인 신청 주요혜택 연회비지원 주유 신규 회원 최대 100% 지급 기준실적 직전 1개월 합계 40만원 이상 혜택요약 주유·영화·스트리밍 60% 할인 60% 할인받으면서 Play! 온라인 신청 주요혜택 연회비지원 주유 영화 문화 쇼핑 다른 LOCA LIKIT 카드 LOCA LIKIT 1.2 신","2026-06-11T13:04:13.065Z"
"naver-card-10106-performance-1","naver-card-10106","400000","400000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 40만원 이상 혜택요약 음 실적 직전 1개월 합계 40만원 이상 혜택요약 음식점·배달앱·커피 60% 할인 60% 할인 받으면서 먹자! 온라인 신청 주요혜택 연회비지원 외식 카 신규 회원 최대 100% 지급 기준실적 직전 1개월 합계 40만원 이상 혜택요약 음식점·배달앱·커피 60% 할인 60% 할인 받으면서 먹자! 온라인 신청 주요혜택 연회비지원 외식 카페/베이커리 쇼핑 다른 LOCA LIKIT 카드 LOCA LIKIT 1.2 신규 회원 최대","2026-06-11T13:04:13.065Z"
"naver-card-10071-performance-1","naver-card-10071","400000","400000","before","month","1","sum","excluded","0","기준실적 직전 1개월 합계 40만원 이상 혜택요약 연 최대 42만원 실적 직전 1개월 합계 40만원 이상 혜택요약 연 최대 42만원 할인 혜택! 스타벅스 최대 60% 할인 온라인 신청 주요혜택 연회비지원 카페/베이커 1만원 신규 회원 최대 100% 지급 기준실적 직전 1개월 합계 40만원 이상 혜택요약 연 최대 42만원 할인 혜택! 스타벅스 최대 60% 할인 온라인 신청 주요혜택 연회비지원 카페/베이커리 영화 대중교통 통신 다른 LOCA LIKIT 카드 LOCA LIK","2026-06-11T13:04:13.065Z"
"naver-card-10310-performance-1","naver-card-10310","400000","400000","before","month","1","sum","excluded","0","전월실적에 포함. [자동납부 신청방법] KT 고객센터(KT 휴대폰에서 지역 번호 없이 114번) 또는 홈페이지(www.kt.co.kr)에서 신청하시기 바랍니다. [L.POINT] 롯데멤버 국내 2만원, 해외 2만원 기준실적 직전 1개월 합계 40만원 이상 혜택요약 KT 통신비 최대 1만3천원 할인 유무선 구분 없이 KT 통신비 할인 온라인 신청 주요혜택 통신 유무선 구분 없는 KT 통신비 할인 카드 통신 KT 통신비 최대 1만3천원 할인 KT 통신비 최대 1만3천원 할","2026-06-11T13:04:13.065Z"
