"benefit_id","card_id","category","benefit_name","reward_type","reward_rate","fixed_reward_amount","monthly_cap","min_transaction_amount","previous_month_spend_required","merchant_scope","discounted_spend_counts_for_performance","performance_band","excluded_items","note","exported_at"
"naver-card-10304-shopping-0","naver-card-10304","shopping","포인트/캐시백","cashback","0.01","","5000","","0","포인트/캐시백","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","포인트/캐시백 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10333-etc-0","naver-card-10333","etc","언제나할인","cashback","0.013000000000000001","","5000","","300000","언제나할인","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","언제나할인 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10333-shopping-1","naver-card-10333","shopping","쇼핑","cashback","0.013000000000000001","","5000","","300000","쇼핑","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","쇼핑 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10333-coffee-2","naver-card-10333","coffee","카페/베이커리","cashback","0.013000000000000001","","5000","","300000","카페/베이커리","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","카페/베이커리 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10333-convenience-3","naver-card-10333","convenience","편의점","cashback","0.013000000000000001","","5000","","300000","편의점","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","편의점 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10333-mart-4","naver-card-10333","mart","대형마트","cashback","0.013000000000000001","","5000","","300000","대형마트","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","대형마트 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10105-etc-0","naver-card-10105","etc","언제나할인","cashback","0.015","","5000","","0","언제나할인","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","언제나할인 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10105-coffee-1","naver-card-10105","coffee","카페/베이커리","cashback","0.015","","5000","","0","카페/베이커리","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","카페/베이커리 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10105-shopping-2","naver-card-10105","shopping","쇼핑","cashback","0.015","","5000","","0","쇼핑","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","쇼핑 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10105-medical-3","naver-card-10105","medical","뷰티","cashback","0.015","","5000","","0","뷰티","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","뷰티 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10105-mart-4","naver-card-10105","mart","대형마트","cashback","0.015","","5000","","0","대형마트","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","대형마트 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10615-etc-0","naver-card-10615","etc","언제나할인","cashback","0.015","","5000","","0","언제나할인","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","언제나할인 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10615-shopping-1","naver-card-10615","shopping","쇼핑","cashback","0.015","","5000","","0","쇼핑","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","쇼핑 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10615-medical-2","naver-card-10615","medical","뷰티","cashback","0.015","","5000","","0","뷰티","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","뷰티 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10615-coffee-3","naver-card-10615","coffee","카페/베이커리","cashback","0.015","","5000","","0","카페/베이커리","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","카페/베이커리 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10615-mart-4","naver-card-10615","mart","대형마트","cashback","0.015","","5000","","0","대형마트","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","대형마트 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10375-etc-0","naver-card-10375","etc","언제나할인","discount","0.02","","5000","","0","언제나할인","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","언제나할인 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10375-ott-1","naver-card-10375","ott","렌탈","discount","0.02","","5000","","0","렌탈","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","렌탈 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10375-medical-2","naver-card-10375","medical","의료","discount","0.02","","5000","","0","의료","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","의료 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10375-convenience-3","naver-card-10375","convenience","편의점","discount","0.02","","5000","","0","편의점","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","편의점 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10375-dining-4","naver-card-10375","dining","외식","discount","0.02","","5000","","0","외식","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","외식 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10176-etc-0","naver-card-10176","etc","납부 혜택","cashback","0.01","","10000","","0","납부 혜택","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","납부 혜택 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10141-etc-0","naver-card-10141","etc","관리비","cashback","0.1","","8000","","500000","관리비","unknown","50만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","관리비 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10141-telecom-1","naver-card-10141","telecom","통신","cashback","0.1","","8000","","500000","통신","unknown","50만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","통신 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10141-transport-2","naver-card-10141","transport","대중교통","cashback","0.1","","8000","","500000","대중교통","unknown","50만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","대중교통 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10141-dining-3","naver-card-10141","dining","외식","cashback","0.1","","8000","","500000","외식","unknown","50만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","외식 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10141-education-4","naver-card-10141","education","교육","cashback","0.1","","8000","","500000","교육","unknown","50만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","교육 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10157-fuel-0","naver-card-10157","fuel","주유","discount","0.1","","5000","","0","주유","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","주유 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10157-shopping-1","naver-card-10157","shopping","간편결제","discount","0.1","","5000","","0","간편결제","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","간편결제 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10157-mart-2","naver-card-10157","mart","대형마트","discount","0.1","","5000","","0","대형마트","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","대형마트 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10157-convenience-3","naver-card-10157","convenience","편의점","discount","0.1","","5000","","0","편의점","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","편의점 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10157-telecom-4","naver-card-10157","telecom","통신","discount","0.1","","5000","","0","통신","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","통신 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10307-telecom-0","naver-card-10307","telecom","통신","discount","0.03","","5000","","400000","통신","unknown","40만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","통신 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10307-etc-1","naver-card-10307","etc","납부 혜택","discount","0.03","","5000","","400000","납부 혜택","unknown","40만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","납부 혜택 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-1531-fuel-0","naver-card-1531","fuel","주유","cashback","0.01","","5000","","0","주유","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","주유 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-1531-shopping-1","naver-card-1531","shopping","포인트/캐시백","cashback","0.01","","5000","","0","포인트/캐시백","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","포인트/캐시백 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-1531-etc-2","naver-card-1531","etc","영화","cashback","0.01","","5000","","0","영화","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","영화 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-1531-coffee-3","naver-card-1531","coffee","카페/베이커리","cashback","0.01","","5000","","0","카페/베이커리","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","카페/베이커리 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-1531-mart-4","naver-card-1531","mart","대형마트","cashback","0.01","","5000","","0","대형마트","unknown","실적 조건 없음","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","대형마트 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10309-telecom-0","naver-card-10309","telecom","통신","discount","0.03","","10000","","300000","통신","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","통신 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10452-shopping-0","naver-card-10452","shopping","포인트/캐시백","cashback","0.05","","5000","","200000","포인트/캐시백","unknown","20만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","포인트/캐시백 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10452-coffee-1","naver-card-10452","coffee","카페/베이커리","cashback","0.05","","5000","","200000","카페/베이커리","unknown","20만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","카페/베이커리 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10452-mart-2","naver-card-10452","mart","대형마트","cashback","0.05","","5000","","200000","대형마트","unknown","20만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","대형마트 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10452-convenience-3","naver-card-10452","convenience","편의점","cashback","0.05","","5000","","200000","편의점","unknown","20만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","편의점 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10452-fuel-4","naver-card-10452","fuel","주유","cashback","0.05","","5000","","200000","주유","unknown","20만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","주유 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10522-fuel-0","naver-card-10522","fuel","주유","discount","0.1","","5000","","400000","주유","unknown","40만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","주유 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10522-medical-1","naver-card-10522","medical","의료","discount","0.1","","5000","","400000","의료","unknown","40만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","의료 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10522-shopping-2","naver-card-10522","shopping","쇼핑","discount","0.1","","5000","","400000","쇼핑","unknown","40만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","쇼핑 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10522-etc-3","naver-card-10522","etc","문화","discount","0.1","","5000","","400000","문화","unknown","40만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","문화 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10522-telecom-4","naver-card-10522","telecom","통신","discount","0.1","","5000","","400000","통신","unknown","40만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","통신 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10332-etc-0","naver-card-10332","etc","금융","cashback","0.01","","5000","","300000","금융","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","금융 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10332-shopping-1","naver-card-10332","shopping","쇼핑","cashback","0.01","","5000","","300000","쇼핑","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","쇼핑 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10332-coffee-2","naver-card-10332","coffee","카페/베이커리","cashback","0.01","","5000","","300000","카페/베이커리","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","카페/베이커리 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10332-convenience-3","naver-card-10332","convenience","편의점","cashback","0.01","","5000","","300000","편의점","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","편의점 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10332-transport-4","naver-card-10332","transport","대중교통","cashback","0.01","","5000","","300000","대중교통","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","대중교통 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10102-dining-0","naver-card-10102","dining","외식","discount","0.1","","5000","","300000","외식","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","외식 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10102-coffee-1","naver-card-10102","coffee","카페/베이커리","discount","0.1","","5000","","300000","카페/베이커리","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","카페/베이커리 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10102-shopping-2","naver-card-10102","shopping","간편결제","discount","0.1","","5000","","300000","간편결제","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","간편결제 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10102-etc-3","naver-card-10102","etc","문화","discount","0.1","","5000","","300000","문화","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","문화 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10102-transport-4","naver-card-10102","transport","대중교통","discount","0.1","","5000","","300000","대중교통","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","대중교통 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-1294-fuel-0","naver-card-1294","fuel","주유","discount","0.1","","5000","","300000","주유","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","주유 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-1294-mart-1","naver-card-1294","mart","대형마트","discount","0.1","","5000","","300000","대형마트","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","대형마트 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-1294-telecom-2","naver-card-1294","telecom","통신","discount","0.1","","5000","","300000","통신","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","통신 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-1294-transport-3","naver-card-1294","transport","대중교통","discount","0.1","","5000","","300000","대중교통","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","대중교통 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-1294-shopping-4","naver-card-1294","shopping","포인트/캐시백","discount","0.1","","5000","","300000","포인트/캐시백","unknown","30만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","포인트/캐시백 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10343-etc-0","naver-card-10343","etc","언제나할인","discount","0.05","","8000","","500000","언제나할인","unknown","50만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","언제나할인 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10343-fuel-1","naver-card-10343","fuel","주유","discount","0.05","","8000","","500000","주유","unknown","50만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","주유 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10343-shopping-2","naver-card-10343","shopping","쇼핑","discount","0.05","","8000","","500000","쇼핑","unknown","50만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","쇼핑 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10343-convenience-3","naver-card-10343","convenience","편의점","discount","0.05","","8000","","500000","편의점","unknown","50만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","편의점 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
"naver-card-10343-coffee-4","naver-card-10343","coffee","카페/베이커리","discount","0.05","","8000","","500000","카페/베이커리","unknown","50만원 이상","상품권 | 선불카드 충전 | 세금 | 공과금 | 연회비 | 수수료","카페/베이커리 영역은 네이버 카드 상세에서 수집한 혜택 카테고리를 기준으로 임시 계산합니다.","2026-06-11T11:14:42.801Z"
