"card_id","source_card_id","card_name","issuer","card_type","status","review_status","summary","annual_fee","previous_spend","advertised_benefit","monthly_cap","last_verified_at","best_for","cautions","strengths","weaknesses","exported_at"
"naver-card-10307","10307","롯데카드 텔로 SE","롯데","credit","active","needs_review","SKT 통신비 최대 1만3천원 할인","25000","400000","SKT 통신비 최대 1만3천원 할인","10000","2026-06-10","통신 | 납부 혜택","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","통신, 납부 혜택 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-1531","1531","삼성카드 taptap S","삼성","credit","active","needs_review","전월실적/적립한도 없이 1% 적립","10000","0","전월실적/적립한도 없이 1% 적립","20000","2026-06-10","주유 | 포인트/캐시백 | 영화","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","주유, 포인트/캐시백, 영화 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10309","10309","LG U+ X LOCA","롯데","credit","active","needs_review","LG U+ 통신비 최대 2만원 할인","20000","300000","LG U+ 통신비 최대 2만원 할인","10000","2026-06-10","통신","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","통신 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10452","10452","롯데멤버스 카드","롯데","credit","active","needs_review","롯데멤버스 LPOINT 0.5% 적립","30000","200000","롯데멤버스 LPOINT 0.5% 적립","20000","2026-06-10","포인트/캐시백 | 카페/베이커리 | 쇼핑","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","포인트/캐시백, 카페/베이커리, 쇼핑 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10522","10522","삼성 iD SELECT ALL 카드","삼성","credit","active","needs_review","아파트관리비 또는 교육 10% 할인,","20000","400000","아파트관리비 또는 교육 10% 할인,","20000","2026-06-10","주유 | 의료 | 쇼핑","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","주유, 의료, 쇼핑 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10332","10332","KB국민 WE:SH Travel 카드","KB국민","credit","active","needs_review","연 2회 전세계 공항 라운지 무료이용","25000","300000","연 2회 전세계 공항 라운지 무료이용","20000","2026-06-10","금융 | 프리미엄 | 쇼핑","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","금융, 프리미엄, 쇼핑 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10102","10102","삼성 iD ON 카드","삼성","credit","active","needs_review","커피·배달앱 등 많이쓰는영역30%할인","20000","300000","커피·배달앱 등 많이쓰는영역30%할인","20000","2026-06-10","외식 | 카페/베이커리 | 간편결제","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","외식, 카페/베이커리, 간편결제 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-1294","1294","KB국민 굿데이올림카드","KB국민","credit","active","needs_review","주유 리터당 60원 청구할인 혜택","20000","300000","주유 리터당 60원 청구할인 혜택","20000","2026-06-10","주유 | 대형마트 | 통신","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","주유, 대형마트, 통신 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10343","10343","삼성 iD GLOBAL 카드","삼성","credit","active","needs_review","전월실적관계없이해외2%국내0.5%할인","20000","500000","전월실적관계없이해외2%국내0.5%할인","32000","2026-06-10","언제나할인 | 주유 | 쇼핑","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","언제나할인, 주유, 쇼핑 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-1684","1684","롯데백화점 롯데카드","롯데","credit","active","needs_review","롯데백화점 15% 청구할인 서비스!","10000","300000","롯데백화점 15% 청구할인 서비스!","10000","2026-06-10","쇼핑","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","쇼핑 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10310","10310","KT DC PLUS 롯데카드","롯데","credit","active","needs_review","KT 통신비 최대 1만3천원 할인","20000","400000","KT 통신비 최대 1만3천원 할인","10000","2026-06-10","통신","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","통신 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10216","10216","KB국민 My WE:SH 카드","KB국민","credit","active","needs_review","올리브영, 미용실 최대 15% 할인","15000","400000","올리브영, 미용실 최대 15% 할인","20000","2026-06-10","간편결제 | 편의점 | 외식","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","간편결제, 편의점, 외식 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-115","115","KB국민 굿데이카드","KB국민","credit","active","needs_review","교통·외식 등 생활영역 10%청구할인","5000","300000","교통·외식 등 생활영역 10%청구할인","20000","2026-06-10","주유 | 통신 | 대중교통","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","주유, 통신, 대중교통 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-1408","1408","신한카드 Mr.Life","신한","credit","active","needs_review","공과금/통신요금 10% 할인","15000","300000","공과금/통신요금 10% 할인","20000","2026-06-10","공과금 | 통신 | 편의점","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","공과금, 통신, 편의점 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10611","10611","KB국민 ALL point 카드","KB국민","credit","active","needs_review","국내 가맹점 0.7% 포인트리 적립","20000","300000","국내 가맹점 0.7% 포인트리 적립","20000","2026-06-10","포인트/캐시백 | 외식 | 카페/베이커리","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","포인트/캐시백, 외식, 카페/베이커리 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10612","10612","카드의정석2 SHOPPER","우리","credit","active","needs_review","쇼핑 업종 최대 15% 청구할인","28000","500000","쇼핑 업종 최대 15% 청구할인","28000","2026-06-10","프리미엄 | 쇼핑","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","프리미엄, 쇼핑 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10358","10358","zgm 할인카드","NH농협","credit","active","needs_review","국내외 가맹점 최대 2% 청구할인","27000","400000","국내외 가맹점 최대 2% 청구할인","20000","2026-06-10","언제나할인 | 관리비 | 통신","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","언제나할인, 관리비, 통신 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-2337","2337","신한카드 Deep Oil","신한","credit","active","needs_review","내가 선택한 주유소에서 10% 할인","10000","300000","내가 선택한 주유소에서 10% 할인","20000","2026-06-10","주유 | 오토 | 편의점","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","주유, 오토, 편의점 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10286","10286","카드의정석 EVERY MILE SKYPASS","우리","credit","active","needs_review","국내 1마일, 해외 최대 2마일 적립","39000","500000","국내 1마일, 해외 최대 2마일 적립","16000","2026-06-10","항공마일리지 | 프리미엄","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","항공마일리지, 프리미엄 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10616","10616","LOCA LIKIT 2.0","롯데","credit","active","needs_review","조건·한도 없이 즐기는 1.2% 할인","20000","0","조건·한도 없이 즐기는 1.2% 할인","20000","2026-06-10","언제나할인 | 쇼핑 | 뷰티","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","언제나할인, 쇼핑, 뷰티 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10303","10303","디지로카 Paris","롯데","credit","active","needs_review","쿠팡 G마켓 등 최대5% 결제일 할인","20000","0","쿠팡 G마켓 등 최대5% 결제일 할인","20000","2026-06-10","쇼핑 | 간편결제 | 언제나할인","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","쇼핑, 간편결제, 언제나할인 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-1322","1322","롯데 국민행복카드","롯데","credit","active","needs_review","정부지원금100만원&보육료·병원 할인","0","300000","정부지원금100만원&보육료·병원 할인","20000","2026-06-10","국민행복카드 | 대중교통 | 육아","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","국민행복카드, 대중교통, 육아 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10218","10218","신한카드 EVerywhere","신한","credit","active","needs_review","전기차 충전요금 최대 50% 캐시백","19000","400000","전기차 충전요금 최대 50% 캐시백","20000","2026-06-10","주유 | 문화 | 통신","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","주유, 문화, 통신 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10045","10045","우리 국민행복카드 S2","우리","credit","active","needs_review","병의원·조리원·약국 7% 청구할인","0","300000","병의원·조리원·약국 7% 청구할인","20000","2026-06-10","국민행복카드 | 의료 | 쇼핑","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","국민행복카드, 의료, 쇼핑 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10108","10108","LOCA LIKIT Play","롯데","credit","active","needs_review","주유·영화·스트리밍 60% 할인","10000","400000","주유·영화·스트리밍 60% 할인","15000","2026-06-10","주유 | 영화 | 문화","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","주유, 영화, 문화 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-277","277","신세계이마트 삼성카드 7","삼성","credit","active","needs_review","신세계백화점 5%, 이마트 6천원할인","18000","300000","신세계백화점 5%, 이마트 6천원할인","20000","2026-06-10","쇼핑 | 대형마트 | 포인트/캐시백","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","쇼핑, 대형마트, 포인트/캐시백 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-1571","1571","신한카드 RPM+ Platinum#","신한","credit","active","needs_review","국내 주유소 리터당 40~150P적립","32000","500000","국내 주유소 리터당 40~150P적립","32000","2026-06-10","주유 | 프리미엄 | 쇼핑","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","주유, 프리미엄, 쇼핑 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-2776","2776","네이버페이 taptap","삼성","credit","active","needs_review","네이버페이 온라인간편결제 10% 적립","15000","300000","네이버페이 온라인간편결제 10% 적립","20000","2026-06-10","포인트/캐시백 | 간편결제 | 카페/베이커리","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","포인트/캐시백, 간편결제, 카페/베이커리 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10126","10126","삼성 iD ENERGY 카드","삼성","credit","active","needs_review","주유 건별 10,000원 할인/","20000","500000","주유 건별 10,000원 할인/","32000","2026-06-10","주유 | 오토 | 하이패스","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","주유, 오토, 하이패스 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10238","10238","모니모카드","삼성","credit","active","needs_review","이동통신·아파트관리비 10% 할인 /","10000","300000","이동통신·아파트관리비 10% 할인 /","20000","2026-06-10","통신 | 관리비 | 대중교통","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","통신, 관리비, 대중교통 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-2676","2676","트레이더스 신세계 삼성카드","삼성","credit","active","needs_review","트레이더스 최대5%, 신세계할인","15000","400000","트레이더스 최대5%, 신세계할인","20000","2026-06-10","대형마트 | 쇼핑 | 통신","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","대형마트, 쇼핑, 통신 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-1465","1465","삼성카드 & MILEAGE PLATINUM(스카이패스)","삼성","credit","active","needs_review","스카이패스 천원당 최대 2마일 적립","47000","0","스카이패스 천원당 최대 2마일 적립","20000","2026-06-10","항공마일리지 | 주유 | 쇼핑","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","항공마일리지, 주유, 쇼핑 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10103","10103","삼성 iD ALL 카드","삼성","credit","active","needs_review","국내외가맹점 전월실적없이 0.5%할인","20000","400000","국내외가맹점 전월실적없이 0.5%할인","20000","2026-06-10","주유 | 쇼핑 | 대형마트","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","주유, 쇼핑, 대형마트 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-3881","3881","taptap DRIVE","삼성","credit","active","needs_review","모든주유소 리터당 최대150원 할인/","10000","300000","모든주유소 리터당 최대150원 할인/","20000","2026-06-10","주유 | 쇼핑 | 편의점","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","주유, 쇼핑, 편의점 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10328","10328","삼성 iD PLUG-IN 카드","삼성","credit","active","needs_review","전기차 충전요금 최대 40% 할인","20000","400000","전기차 충전요금 최대 40% 할인","15000","2026-06-10","주유 | 오토 | 금융","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","주유, 오토, 금융 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10406","10406","삼성 iD ONE 카드","삼성","credit","active","needs_review","백화점·할인점 빅포인트 10% 적립/","50000","500000","백화점·할인점 빅포인트 10% 적립/","32000","2026-06-10","주유 | 쇼핑 | 대형마트","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","주유, 쇼핑, 대형마트 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
"naver-card-10355","10355","신한카드 K-패스","신한","credit","active","needs_review","대중교통 10% 결제일 할인","7000","300000","대중교통 10% 결제일 할인","20000","2026-06-10","대중교통 | 간편결제 | 외식","네이버 카드 검색 원본을 기준으로 만든 임시 랭킹 데이터입니다. | 통합 할인한도, 실적 제외, 할인받은 매출의 실적 포함 여부는 공식 상품설명서로 추가 검증이 필요합니다.","대중교통, 간편결제, 외식 영역 혜택 정보가 수집되었습니다.","상세 한도와 제외 조건은 아직 검증 전입니다.","2026-06-11T11:14:42.801Z"
